time,node_id,node_type,capacity,queue,load_ratio,is_overload,active_orders,delivered_orders,stuck_orders,predicted_risk
313,pvz4,pvz,68,0,0.0,0,8487,54514,0,
313,pvz5,pvz,61,12,0.19672131147540983,0,8487,54514,0,
313,pvz6,pvz,85,3,0.03529411764705882,0,8487,54514,0,
313,pvz7,pvz,89,10,0.11235955056179775,0,8487,54514,0,
313,pvz8,pvz,77,3,0.03896103896103896,0,8487,54514,0,
313,pvz9,pvz,89,7,0.07865168539325842,0,8487,54514,0,
313,pvz10,pvz,60,1,0.016666666666666666,0,8487,54514,0,
313,pvz11,pvz,62,6,0.0967741935483871,0,8487,54514,0,
313,pvz12,pvz,83,0,0.0,0,8487,54514,0,
313,pvz13,pvz,86,4,0.046511627906976744,0,8487,54514,0,
313,pvz14,pvz,72,6,0.08333333333333333,0,8487,54514,0,
313,pvz15,pvz,82,2,0.024390243902439025,0,8487,54514,0,
313,pvz16,pvz,86,2,0.023255813953488372,0,8487,54514,0,
313,pvz17,pvz,85,0,0.0,0,8487,54514,0,
313,pvz18,pvz,81,1,0.012345679012345678,0,8487,54514,0,
313,pvz19,pvz,80,4,0.05,0,8487,54514,0,
313,pvz20,pvz,60,1,0.016666666666666666,0,8487,54514,0,
313,pvz21,pvz,79,5,0.06329113924050633,0,8487,54514,0,
313,pvz22,pvz,75,6,0.08,0,8487,54514,0,
313,pvz23,pvz,86,1,0.011627906976744186,0,8487,54514,0,
313,pvz24,pvz,87,2,0.022988505747126436,0,8487,54514,0,
313,pvz25,pvz,70,8,0.11428571428571428,0,8487,54514,0,
313,pvz26,pvz,67,2,0.029850746268656716,0,8487,54514,0,
313,pvz27,pvz,83,8,0.0963855421686747,0,8487,54514,0,
313,pvz28,pvz,70,2,0.02857142857142857,0,8487,54514,0,
313,pvz29,pvz,82,8,0.0975609756097561,0,8487,54514,0,
313,pvz30,pvz,87,2,0.022988505747126436,0,8487,54514,0,
313,pvz31,pvz,62,2,0.03225806451612903,0,8487,54514,0,
313,pvz32,pvz,66,6,0.09090909090909091,0,8487,54514,0,
313,pvz33,pvz,89,3,0.033707865168539325,0,8487,54514,0,
313,pvz34,pvz,78,10,0.1282051282051282,0,8487,54514,0,
313,pvz35,pvz,67,0,0.0,0,8487,54514,0,
313,pvz36,pvz,67,4,0.05970149253731343,0,8487,54514,0,
313,pvz37,pvz,85,3,0.03529411764705882,0,8487,54514,0,
313,pvz38,pvz,90,1,0.011111111111111112,0,8487,54514,0,
313,pvz39,pvz,64,2,0.03125,0,8487,54514,0,
313,pvz40,pvz,85,9,0.10588235294117647,0,8487,54514,0,
313,pvz41,pvz,77,3,0.03896103896103896,0,8487,54514,0,
313,pvz42,pvz,74,2,0.02702702702702703,0,8487,54514,0,
313,pvz43,pvz,62,1,0.016129032258064516,0,8487,54514,0,
313,pvz44,pvz,62,1,0.016129032258064516,0,8487,54514,0,
313,pvz45,pvz,70,2,0.02857142857142857,0,8487,54514,0,
313,pvz46,pvz,88,1,0.011363636363636364,0,8487,54514,0,
313,pvz47,pvz,76,3,0.039473684210526314,0,8487,54514,0,
313,pvz48,pvz,89,9,0.10112359550561797,0,8487,54514,0,
313,pvz49,pvz,75,3,0.04,0,8487,54514,0,
314,wh0,warehouse,84,0,0.0,0,8516,54695,0,
314,wh1,warehouse,86,0,0.0,0,8516,54695,0,
314,wh2,warehouse,62,0,0.0,0,8516,54695,0,
314,wh3,warehouse,76,0,0.0,0,8516,54695,0,
314,wh4,warehouse,92,0,0.0,0,8516,54695,0,
314,wh5,warehouse,91,0,0.0,0,8516,54695,0,
314,wh6,warehouse,85,0,0.0,0,8516,54695,0,
314,wh7,warehouse,79,0,0.0,0,8516,54695,0,
314,wh8,warehouse,90,0,0.0,0,8516,54695,0,
314,wh9,warehouse,82,0,0.0,0,8516,54695,0,
314,hub0,hub,14,7,0.5,0,8516,54695,0,
314,hub1,hub,11,7,0.6363636363636364,0,8516,54695,0,
314,hub2,hub,14,2,0.14285714285714285,0,8516,54695,0,
314,hub3,hub,11,12,1.0909090909090908,1,8516,54695,0,
314,hub4,hub,12,35,2.9166666666666665,1,8516,54695,0,
314,hub5,hub,11,0,0.0,0,8516,54695,0,
314,hub6,hub,10,5,0.5,0,8516,54695,0,
314,hub7,hub,14,3,0.21428571428571427,0,8516,54695,0,
314,hub8,hub,12,1,0.08333333333333333,0,8516,54695,0,
314,hub9,hub,14,17,1.2142857142857142,1,8516,54695,0,
314,hub10,hub,14,3426,244.71428571428572,1,8516,54695,0,
314,hub11,hub,11,356,32.36363636363637,1,8516,54695,0,
314,hub12,hub,12,3,0.25,0,8516,54695,0,
314,hub13,hub,10,29,2.9,1,8516,54695,0,
314,hub14,hub,10,2,0.2,0,8516,54695,0,
314,hub15,hub,12,11,0.9166666666666666,0,8516,54695,0,
314,hub16,hub,13,7,0.5384615384615384,0,8516,54695,0,
314,hub17,hub,14,2471,176.5,1,8516,54695,0,
314,hub18,hub,10,1690,169.0,1,8516,54695,0,
314,hub19,hub,12,11,0.9166666666666666,0,8516,54695,0,
314,hub20,hub,13,8,0.6153846153846154,0,8516,54695,0,
314,hub21,hub,12,1,0.08333333333333333,0,8516,54695,0,
314,hub22,hub,14,219,15.642857142857142,1,8516,54695,0,
314,hub23,hub,11,9,0.8181818181818182,0,8516,54695,0,
314,hub24,hub,14,1,0.07142857142857142,0,8516,54695,0,
314,pvz0,pvz,75,2,0.02666666666666667,0,8516,54695,0,
314,pvz1,pvz,74,0,0.0,0,8516,54695,0,
314,pvz2,pvz,87,4,0.04597701149425287,0,8516,54695,0,
314,pvz3,pvz,76,6,0.07894736842105263,0,8516,54695,0,
314,pvz4,pvz,68,4,0.058823529411764705,0,8516,54695,0,
314,pvz5,pvz,61,7,0.11475409836065574,0,8516,54695,0,
314,pvz6,pvz,85,1,0.011764705882352941,0,8516,54695,0,
314,pvz7,pvz,89,7,0.07865168539325842,0,8516,54695,0,
314,pvz8,pvz,77,0,0.0,0,8516,54695,0,
314,pvz9,pvz,89,9,0.10112359550561797,0,8516,54695,0,
314,pvz10,pvz,60,1,0.016666666666666666,0,8516,54695,0,
314,pvz11,pvz,62,11,0.1774193548387097,0,8516,54695,0,
314,pvz12,pvz,83,3,0.03614457831325301,0,8516,54695,0,
314,pvz13,pvz,86,5,0.05813953488372093,0,8516,54695,0,
314,pvz14,pvz,72,6,0.08333333333333333,0,8516,54695,0,
314,pvz15,pvz,82,2,0.024390243902439025,0,8516,54695,0,
314,pvz16,pvz,86,3,0.03488372093023256,0,8516,54695,0,
314,pvz17,pvz,85,3,0.03529411764705882,0,8516,54695,0,
314,pvz18,pvz,81,2,0.024691358024691357,0,8516,54695,0,
314,pvz19,pvz,80,0,0.0,0,8516,54695,0,
314,pvz20,pvz,60,4,0.06666666666666667,0,8516,54695,0,
314,pvz21,pvz,79,8,0.10126582278481013,0,8516,54695,0,
314,pvz22,pvz,75,13,0.17333333333333334,0,8516,54695,0,
314,pvz23,pvz,86,0,0.0,0,8516,54695,0,
314,pvz24,pvz,87,2,0.022988505747126436,0,8516,54695,0,
314,pvz25,pvz,70,3,0.04285714285714286,0,8516,54695,0,
314,pvz26,pvz,67,0,0.0,0,8516,54695,0,
314,pvz27,pvz,83,6,0.07228915662650602,0,8516,54695,0,
314,pvz28,pvz,70,4,0.05714285714285714,0,8516,54695,0,
314,pvz29,pvz,82,8,0.0975609756097561,0,8516,54695,0,
314,pvz30,pvz,87,1,0.011494252873563218,0,8516,54695,0,
314,pvz31,pvz,62,1,0.016129032258064516,0,8516,54695,0,
314,pvz32,pvz,66,9,0.13636363636363635,0,8516,54695,0,
314,pvz33,pvz,89,1,0.011235955056179775,0,8516,54695,0,
314,pvz34,pvz,78,7,0.08974358974358974,0,8516,54695,0,
314,pvz35,pvz,67,0,0.0,0,8516,54695,0,
314,pvz36,pvz,67,0,0.0,0,8516,54695,0,
314,pvz37,pvz,85,0,0.0,0,8516,54695,0,
314,pvz38,pvz,90,0,0.0,0,8516,54695,0,
314,pvz39,pvz,64,0,0.0,0,8516,54695,0,
314,pvz40,pvz,85,3,0.03529411764705882,0,8516,54695,0,
314,pvz41,pvz,77,2,0.025974025974025976,0,8516,54695,0,
314,pvz42,pvz,74,2,0.02702702702702703,0,8516,54695,0,
314,pvz43,pvz,62,0,0.0,0,8516,54695,0,
314,pvz44,pvz,62,1,0.016129032258064516,0,8516,54695,0,
314,pvz45,pvz,70,7,0.1,0,8516,54695,0,
314,pvz46,pvz,88,1,0.011363636363636364,0,8516,54695,0,
314,pvz47,pvz,76,5,0.06578947368421052,0,8516,54695,0,
314,pvz48,pvz,89,11,0.12359550561797752,0,8516,54695,0,
314,pvz49,pvz,75,8,0.10666666666666667,0,8516,54695,0,
315,wh0,warehouse,84,0,0.0,0,8576,54878,0,
315,wh1,warehouse,86,0,0.0,0,8576,54878,0,
315,wh2,warehouse,62,0,0.0,0,8576,54878,0,
315,wh3,warehouse,76,0,0.0,0,8576,54878,0,
315,wh4,warehouse,92,0,0.0,0,8576,54878,0,
315,wh5,warehouse,91,0,0.0,0,8576,54878,0,
315,wh6,warehouse,85,0,0.0,0,8576,54878,0,
315,wh7,warehouse,79,0,0.0,0,8576,54878,0,
315,wh8,warehouse,90,0,0.0,0,8576,54878,0,
315,wh9,warehouse,82,0,0.0,0,8576,54878,0,
315,hub0,hub,14,9,0.6428571428571429,0,8576,54878,0,
315,hub1,hub,11,7,0.6363636363636364,0,8576,54878,0,
315,hub2,hub,14,2,0.14285714285714285,0,8576,54878,0,
315,hub3,hub,11,12,1.0909090909090908,1,8576,54878,0,
315,hub4,hub,12,36,3.0,1,8576,54878,0,
315,hub5,hub,11,0,0.0,0,8576,54878,0,
315,hub6,hub,10,12,1.2,1,8576,54878,0,
315,hub7,hub,14,10,0.7142857142857143,0,8576,54878,0,
315,hub8,hub,12,2,0.16666666666666666,0,8576,54878,0,
315,hub9,hub,14,15,1.0714285714285714,1,8576,54878,0,
315,hub10,hub,14,3442,245.85714285714286,1,8576,54878,0,
315,hub11,hub,11,363,33.0,1,8576,54878,0,
315,hub12,hub,12,1,0.08333333333333333,0,8576,54878,0,
315,hub13,hub,10,33,3.3,1,8576,54878,0,
315,hub14,hub,10,3,0.3,0,8576,54878,0,
315,hub15,hub,12,6,0.5,0,8576,54878,0,
315,hub16,hub,13,6,0.46153846153846156,0,8576,54878,0,
315,hub17,hub,14,2481,177.21428571428572,1,8576,54878,0,
315,hub18,hub,10,1692,169.2,1,8576,54878,0,
315,hub19,hub,12,12,1.0,0,8576,54878,0,
315,hub20,hub,13,9,0.6923076923076923,0,8576,54878,0,
315,hub21,hub,12,3,0.25,0,8576,54878,0,
315,hub22,hub,14,222,15.857142857142858,1,8576,54878,0,
315,hub23,hub,11,9,0.8181818181818182,0,8576,54878,0,
315,hub24,hub,14,1,0.07142857142857142,0,8576,54878,0,
315,pvz0,pvz,75,0,0.0,0,8576,54878,0,
315,pvz1,pvz,74,1,0.013513513513513514,0,8576,54878,0,
315,pvz2,pvz,87,3,0.034482758620689655,0,8576,54878,0,
315,pvz3,pvz,76,8,0.10526315789473684,0,8576,54878,0,
315,pvz4,pvz,68,0,0.0,0,8576,54878,0,
315,pvz5,pvz,61,8,0.13114754098360656,0,8576,54878,0,
315,pvz6,pvz,85,0,0.0,0,8576,54878,0,
315,pvz7,pvz,89,8,0.0898876404494382,0,8576,54878,0,
315,pvz8,pvz,77,2,0.025974025974025976,0,8576,54878,0,
315,pvz9,pvz,89,4,0.0449438202247191,0,8576,54878,0,
315,pvz10,pvz,60,2,0.03333333333333333,0,8576,54878,0,
315,pvz11,pvz,62,6,0.0967741935483871,0,8576,54878,0,
315,pvz12,pvz,83,1,0.012048192771084338,0,8576,54878,0,
315,pvz13,pvz,86,9,0.10465116279069768,0,8576,54878,0,
315,pvz14,pvz,72,6,0.08333333333333333,0,8576,54878,0,
315,pvz15,pvz,82,4,0.04878048780487805,0,8576,54878,0,
315,pvz16,pvz,86,6,0.06976744186046512,0,8576,54878,0,
315,pvz17,pvz,85,1,0.011764705882352941,0,8576,54878,0,
315,pvz18,pvz,81,1,0.012345679012345678,0,8576,54878,0,
315,pvz19,pvz,80,1,0.0125,0,8576,54878,0,
315,pvz20,pvz,60,3,0.05,0,8576,54878,0,
315,pvz21,pvz,79,7,0.08860759493670886,0,8576,54878,0,
315,pvz22,pvz,75,7,0.09333333333333334,0,8576,54878,0,
315,pvz23,pvz,86,1,0.011627906976744186,0,8576,54878,0,
315,pvz24,pvz,87,0,0.0,0,8576,54878,0,
315,pvz25,pvz,70,8,0.11428571428571428,0,8576,54878,0,
315,pvz26,pvz,67,0,0.0,0,8576,54878,0,
315,pvz27,pvz,83,10,0.12048192771084337,0,8576,54878,0,
315,pvz28,pvz,70,0,0.0,0,8576,54878,0,
315,pvz29,pvz,82,6,0.07317073170731707,0,8576,54878,0,
315,pvz30,pvz,87,1,0.011494252873563218,0,8576,54878,0,
315,pvz31,pvz,62,1,0.016129032258064516,0,8576,54878,0,
315,pvz32,pvz,66,8,0.12121212121212122,0,8576,54878,0,
315,pvz33,pvz,89,3,0.033707865168539325,0,8576,54878,0,
315,pvz34,pvz,78,7,0.08974358974358974,0,8576,54878,0,
315,pvz35,pvz,67,4,0.05970149253731343,0,8576,54878,0,
315,pvz36,pvz,67,4,0.05970149253731343,0,8576,54878,0,
315,pvz37,pvz,85,0,0.0,0,8576,54878,0,
315,pvz38,pvz,90,2,0.022222222222222223,0,8576,54878,0,
315,pvz39,pvz,64,1,0.015625,0,8576,54878,0,
315,pvz40,pvz,85,7,0.08235294117647059,0,8576,54878,0,
315,pvz41,pvz,77,1,0.012987012987012988,0,8576,54878,0,
315,pvz42,pvz,74,1,0.013513513513513514,0,8576,54878,0,
315,pvz43,pvz,62,3,0.04838709677419355,0,8576,54878,0,
315,pvz44,pvz,62,3,0.04838709677419355,0,8576,54878,0,
315,pvz45,pvz,70,8,0.11428571428571428,0,8576,54878,0,
315,pvz46,pvz,88,0,0.0,0,8576,54878,0,
315,pvz47,pvz,76,9,0.11842105263157894,0,8576,54878,0,
315,pvz48,pvz,89,7,0.07865168539325842,0,8576,54878,0,
315,pvz49,pvz,75,5,0.06666666666666667,0,8576,54878,0,
316,wh0,warehouse,84,0,0.0,0,8592,55066,0,
316,wh1,warehouse,86,0,0.0,0,8592,55066,0,
316,wh2,warehouse,62,0,0.0,0,8592,55066,0,
316,wh3,warehouse,76,0,0.0,0,8592,55066,0,
316,wh4,warehouse,92,0,0.0,0,8592,55066,0,
316,wh5,warehouse,91,0,0.0,0,8592,55066,0,
316,wh6,warehouse,85,0,0.0,0,8592,55066,0,
316,wh7,warehouse,79,0,0.0,0,8592,55066,0,
316,wh8,warehouse,90,0,0.0,0,8592,55066,0,
316,wh9,warehouse,82,0,0.0,0,8592,55066,0,
316,hub0,hub,14,5,0.35714285714285715,0,8592,55066,0,
316,hub1,hub,11,7,0.6363636363636364,0,8592,55066,0,
316,hub2,hub,14,4,0.2857142857142857,0,8592,55066,0,
316,hub3,hub,11,8,0.7272727272727273,0,8592,55066,0,
316,hub4,hub,12,35,2.9166666666666665,1,8592,55066,0,
316,hub5,hub,11,0,0.0,0,8592,55066,0,
316,hub6,hub,10,11,1.1,1,8592,55066,0,
316,hub7,hub,14,2,0.14285714285714285,0,8592,55066,0,
316,hub8,hub,12,2,0.16666666666666666,0,8592,55066,0,
316,hub9,hub,14,11,0.7857142857142857,0,8592,55066,0,
316,hub10,hub,14,3454,246.71428571428572,1,8592,55066,0,
316,hub11,hub,11,366,33.27272727272727,1,8592,55066,0,
316,hub12,hub,12,1,0.08333333333333333,0,8592,55066,0,
316,hub13,hub,10,35,3.5,1,8592,55066,0,
316,hub14,hub,10,3,0.3,0,8592,55066,0,
316,hub15,hub,12,5,0.4166666666666667,0,8592,55066,0,
316,hub16,hub,13,2,0.15384615384615385,0,8592,55066,0,
316,hub17,hub,14,2487,177.64285714285714,1,8592,55066,0,
316,hub18,hub,10,1700,170.0,1,8592,55066,0,
316,hub19,hub,12,7,0.5833333333333334,0,8592,55066,0,
316,hub20,hub,13,8,0.6153846153846154,0,8592,55066,0,
316,hub21,hub,12,2,0.16666666666666666,0,8592,55066,0,
316,hub22,hub,14,226,16.142857142857142,1,8592,55066,0,
316,hub23,hub,11,6,0.5454545454545454,0,8592,55066,0,
316,hub24,hub,14,5,0.35714285714285715,0,8592,55066,0,
316,pvz0,pvz,75,2,0.02666666666666667,0,8592,55066,0,
316,pvz1,pvz,74,2,0.02702702702702703,0,8592,55066,0,
316,pvz2,pvz,87,1,0.011494252873563218,0,8592,55066,0,
316,pvz3,pvz,76,7,0.09210526315789473,0,8592,55066,0,
316,pvz4,pvz,68,1,0.014705882352941176,0,8592,55066,0,
316,pvz5,pvz,61,10,0.16393442622950818,0,8592,55066,0,
316,pvz6,pvz,85,2,0.023529411764705882,0,8592,55066,0,
316,pvz7,pvz,89,11,0.12359550561797752,0,8592,55066,0,
316,pvz8,pvz,77,2,0.025974025974025976,0,8592,55066,0,
316,pvz9,pvz,89,7,0.07865168539325842,0,8592,55066,0,
316,pvz10,pvz,60,1,0.016666666666666666,0,8592,55066,0,
316,pvz11,pvz,62,8,0.12903225806451613,0,8592,55066,0,
316,pvz12,pvz,83,2,0.024096385542168676,0,8592,55066,0,
316,pvz13,pvz,86,5,0.05813953488372093,0,8592,55066,0,
316,pvz14,pvz,72,5,0.06944444444444445,0,8592,55066,0,
316,pvz15,pvz,82,4,0.04878048780487805,0,8592,55066,0,
316,pvz16,pvz,86,5,0.05813953488372093,0,8592,55066,0,
316,pvz17,pvz,85,1,0.011764705882352941,0,8592,55066,0,
316,pvz18,pvz,81,1,0.012345679012345678,0,8592,55066,0,
316,pvz19,pvz,80,4,0.05,0,8592,55066,0,
316,pvz20,pvz,60,3,0.05,0,8592,55066,0,
316,pvz21,pvz,79,8,0.10126582278481013,0,8592,55066,0,
316,pvz22,pvz,75,5,0.06666666666666667,0,8592,55066,0,
316,pvz23,pvz,86,1,0.011627906976744186,0,8592,55066,0,
316,pvz24,pvz,87,2,0.022988505747126436,0,8592,55066,0,
316,pvz25,pvz,70,9,0.12857142857142856,0,8592,55066,0,
316,pvz26,pvz,67,2,0.029850746268656716,0,8592,55066,0,
316,pvz27,pvz,83,8,0.0963855421686747,0,8592,55066,0,
316,pvz28,pvz,70,3,0.04285714285714286,0,8592,55066,0,
316,pvz29,pvz,82,7,0.08536585365853659,0,8592,55066,0,
316,pvz30,pvz,87,3,0.034482758620689655,0,8592,55066,0,
316,pvz31,pvz,62,2,0.03225806451612903,0,8592,55066,0,
316,pvz32,pvz,66,3,0.045454545454545456,0,8592,55066,0,
316,pvz33,pvz,89,1,0.011235955056179775,0,8592,55066,0,
316,pvz34,pvz,78,8,0.10256410256410256,0,8592,55066,0,
316,pvz35,pvz,67,2,0.029850746268656716,0,8592,55066,0,
316,pvz36,pvz,67,1,0.014925373134328358,0,8592,55066,0,
316,pvz37,pvz,85,2,0.023529411764705882,0,8592,55066,0,
316,pvz38,pvz,90,3,0.03333333333333333,0,8592,55066,0,
316,pvz39,pvz,64,2,0.03125,0,8592,55066,0,
316,pvz40,pvz,85,7,0.08235294117647059,0,8592,55066,0,
316,pvz41,pvz,77,3,0.03896103896103896,0,8592,55066,0,
316,pvz42,pvz,74,3,0.04054054054054054,0,8592,55066,0,
316,pvz43,pvz,62,2,0.03225806451612903,0,8592,55066,0,
316,pvz44,pvz,62,3,0.04838709677419355,0,8592,55066,0,
316,pvz45,pvz,70,7,0.1,0,8592,55066,0,
316,pvz46,pvz,88,1,0.011363636363636364,0,8592,55066,0,
316,pvz47,pvz,76,7,0.09210526315789473,0,8592,55066,0,
316,pvz48,pvz,89,5,0.056179775280898875,0,8592,55066,0,
316,pvz49,pvz,75,6,0.08,0,8592,55066,0,
317,wh0,warehouse,84,0,0.0,0,8603,55266,0,
317,wh1,warehouse,86,0,0.0,0,8603,55266,0,
317,wh2,warehouse,62,0,0.0,0,8603,55266,0,
317,wh3,warehouse,76,0,0.0,0,8603,55266,0,
317,wh4,warehouse,92,0,0.0,0,8603,55266,0,
317,wh5,warehouse,91,0,0.0,0,8603,55266,0,
317,wh6,warehouse,85,0,0.0,0,8603,55266,0,
317,wh7,warehouse,79,0,0.0,0,8603,55266,0,
317,wh8,warehouse,90,0,0.0,0,8603,55266,0,
317,wh9,warehouse,82,0,0.0,0,8603,55266,0,
317,hub0,hub,14,5,0.35714285714285715,0,8603,55266,0,
317,hub1,hub,11,10,0.9090909090909091,0,8603,55266,0,
317,hub2,hub,14,5,0.35714285714285715,0,8603,55266,0,
317,hub3,hub,11,7,0.6363636363636364,0,8603,55266,0,
317,hub4,hub,12,38,3.1666666666666665,1,8603,55266,0,
317,hub5,hub,11,0,0.0,0,8603,55266,0,
317,hub6,hub,10,12,1.2,1,8603,55266,0,
317,hub7,hub,14,6,0.42857142857142855,0,8603,55266,0,
317,hub8,hub,12,1,0.08333333333333333,0,8603,55266,0,
317,hub9,hub,14,14,1.0,0,8603,55266,0,
317,hub10,hub,14,3457,246.92857142857142,1,8603,55266,0,
317,hub11,hub,11,367,33.36363636363637,1,8603,55266,0,
317,hub12,hub,12,1,0.08333333333333333,0,8603,55266,0,
317,hub13,hub,10,29,2.9,1,8603,55266,0,
317,hub14,hub,10,3,0.3,0,8603,55266,0,
317,hub15,hub,12,9,0.75,0,8603,55266,0,
317,hub16,hub,13,7,0.5384615384615384,0,8603,55266,0,
317,hub17,hub,14,2494,178.14285714285714,1,8603,55266,0,
317,hub18,hub,10,1700,170.0,1,8603,55266,0,
317,hub19,hub,12,6,0.5,0,8603,55266,0,
317,hub20,hub,13,11,0.8461538461538461,0,8603,55266,0,
317,hub21,hub,12,3,0.25,0,8603,55266,0,
317,hub22,hub,14,231,16.5,1,8603,55266,0,
317,hub23,hub,11,11,1.0,0,8603,55266,0,
317,hub24,hub,14,4,0.2857142857142857,0,8603,55266,0,
317,pvz0,pvz,75,3,0.04,0,8603,55266,0,
317,pvz1,pvz,74,3,0.04054054054054054,0,8603,55266,0,
317,pvz2,pvz,87,1,0.011494252873563218,0,8603,55266,0,
317,pvz3,pvz,76,3,0.039473684210526314,0,8603,55266,0,
317,pvz4,pvz,68,1,0.014705882352941176,0,8603,55266,0,
317,pvz5,pvz,61,4,0.06557377049180328,0,8603,55266,0,
317,pvz6,pvz,85,3,0.03529411764705882,0,8603,55266,0,
317,pvz7,pvz,89,3,0.033707865168539325,0,8603,55266,0,
317,pvz8,pvz,77,1,0.012987012987012988,0,8603,55266,0,
317,pvz9,pvz,89,5,0.056179775280898875,0,8603,55266,0,
317,pvz10,pvz,60,3,0.05,0,8603,55266,0,
317,pvz11,pvz,62,7,0.11290322580645161,0,8603,55266,0,
317,pvz12,pvz,83,3,0.03614457831325301,0,8603,55266,0,
317,pvz13,pvz,86,5,0.05813953488372093,0,8603,55266,0,
317,pvz14,pvz,72,9,0.125,0,8603,55266,0,
317,pvz15,pvz,82,1,0.012195121951219513,0,8603,55266,0,
317,pvz16,pvz,86,4,0.046511627906976744,0,8603,55266,0,
317,pvz17,pvz,85,3,0.03529411764705882,0,8603,55266,0,
317,pvz18,pvz,81,1,0.012345679012345678,0,8603,55266,0,
317,pvz19,pvz,80,3,0.0375,0,8603,55266,0,
317,pvz20,pvz,60,3,0.05,0,8603,55266,0,
317,pvz21,pvz,79,4,0.05063291139240506,0,8603,55266,0,
317,pvz22,pvz,75,1,0.013333333333333334,0,8603,55266,0,
317,pvz23,pvz,86,0,0.0,0,8603,55266,0,
317,pvz24,pvz,87,3,0.034482758620689655,0,8603,55266,0,
317,pvz25,pvz,70,10,0.14285714285714285,0,8603,55266,0,
317,pvz26,pvz,67,2,0.029850746268656716,0,8603,55266,0,
317,pvz27,pvz,83,10,0.12048192771084337,0,8603,55266,0,
317,pvz28,pvz,70,3,0.04285714285714286,0,8603,55266,0,
317,pvz29,pvz,82,6,0.07317073170731707,0,8603,55266,0,
317,pvz30,pvz,87,4,0.04597701149425287,0,8603,55266,0,
317,pvz31,pvz,62,1,0.016129032258064516,0,8603,55266,0,
317,pvz32,pvz,66,5,0.07575757575757576,0,8603,55266,0,
317,pvz33,pvz,89,0,0.0,0,8603,55266,0,
317,pvz34,pvz,78,8,0.10256410256410256,0,8603,55266,0,
317,pvz35,pvz,67,0,0.0,0,8603,55266,0,
317,pvz36,pvz,67,2,0.029850746268656716,0,8603,55266,0,
317,pvz37,pvz,85,0,0.0,0,8603,55266,0,
317,pvz38,pvz,90,0,0.0,0,8603,55266,0,
317,pvz39,pvz,64,1,0.015625,0,8603,55266,0,
317,pvz40,pvz,85,10,0.11764705882352941,0,8603,55266,0,
317,pvz41,pvz,77,1,0.012987012987012988,0,8603,55266,0,
317,pvz42,pvz,74,0,0.0,0,8603,55266,0,
317,pvz43,pvz,62,0,0.0,0,8603,55266,0,
317,pvz44,pvz,62,3,0.04838709677419355,0,8603,55266,0,
317,pvz45,pvz,70,4,0.05714285714285714,0,8603,55266,0,
317,pvz46,pvz,88,1,0.011363636363636364,0,8603,55266,0,
317,pvz47,pvz,76,6,0.07894736842105263,0,8603,55266,0,
317,pvz48,pvz,89,13,0.14606741573033707,0,8603,55266,0,
317,pvz49,pvz,75,5,0.06666666666666667,0,8603,55266,0,
318,wh0,warehouse,84,0,0.0,0,8623,55438,0,
318,wh1,warehouse,86,0,0.0,0,8623,55438,0,
318,wh2,warehouse,62,0,0.0,0,8623,55438,0,
318,wh3,warehouse,76,0,0.0,0,8623,55438,0,
318,wh4,warehouse,92,0,0.0,0,8623,55438,0,
318,wh5,warehouse,91,0,0.0,0,8623,55438,0,
318,wh6,warehouse,85,0,0.0,0,8623,55438,0,
318,wh7,warehouse,79,0,0.0,0,8623,55438,0,
318,wh8,warehouse,90,0,0.0,0,8623,55438,0,
318,wh9,warehouse,82,0,0.0,0,8623,55438,0,
318,hub0,hub,14,6,0.42857142857142855,0,8623,55438,0,
318,hub1,hub,11,7,0.6363636363636364,0,8623,55438,0,
318,hub2,hub,14,3,0.21428571428571427,0,8623,55438,0,
318,hub3,hub,11,8,0.7272727272727273,0,8623,55438,0,
318,hub4,hub,12,37,3.0833333333333335,1,8623,55438,0,
318,hub5,hub,11,0,0.0,0,8623,55438,0,
318,hub6,hub,10,16,1.6,1,8623,55438,0,
318,hub7,hub,14,5,0.35714285714285715,0,8623,55438,0,
318,hub8,hub,12,3,0.25,0,8623,55438,0,
318,hub9,hub,14,17,1.2142857142857142,1,8623,55438,0,
318,hub10,hub,14,3469,247.78571428571428,1,8623,55438,0,
318,hub11,hub,11,366,33.27272727272727,1,8623,55438,0,
318,hub12,hub,12,0,0.0,0,8623,55438,0,
318,hub13,hub,10,22,2.2,1,8623,55438,0,
318,hub14,hub,10,3,0.3,0,8623,55438,0,
318,hub15,hub,12,4,0.3333333333333333,0,8623,55438,0,
318,hub16,hub,13,6,0.46153846153846156,0,8623,55438,0,
318,hub17,hub,14,2500,178.57142857142858,1,8623,55438,0,
318,hub18,hub,10,1699,169.9,1,8623,55438,0,
318,hub19,hub,12,8,0.6666666666666666,0,8623,55438,0,
318,hub20,hub,13,3,0.23076923076923078,0,8623,55438,0,
318,hub21,hub,12,4,0.3333333333333333,0,8623,55438,0,
318,hub22,hub,14,227,16.214285714285715,1,8623,55438,0,
318,hub23,hub,11,9,0.8181818181818182,0,8623,55438,0,
318,hub24,hub,14,3,0.21428571428571427,0,8623,55438,0,
318,pvz0,pvz,75,1,0.013333333333333334,0,8623,55438,0,
318,pvz1,pvz,74,3,0.04054054054054054,0,8623,55438,0,
318,pvz2,pvz,87,1,0.011494252873563218,0,8623,55438,0,
318,pvz3,pvz,76,8,0.10526315789473684,0,8623,55438,0,
